id;nome;data_nascimento;local_nascimento;data_morte;local_morte;biografia;foto
13873;Susana de Brito Barrote;;;;;;
13874;Luís Serrão Pimentel;1613;Lisboa;1679;;;
13875;João César Monteiro;1939;Figueira da Foz;2003;Lisboa;;
13876;João Rico;1895;Bunheiro;1953;Bunheiro;;
13877;Sérgio Manuel Pratas;;;;;;
13878;Maria Silvério Morais;;;;;;
13879;Orlando Marçal;1884;Vila Nova de Foz Côa;1947;Parede;;
1388;;
13880;Maria Manuel Viana;1955;Figueira da Foz;;;
13881;José Justino Teixeira Botelho;1864;Lisboa;1956;Lisboa;;
13882;Esmeralda de Santiago;1882;;1930;;;
13883;Simeão Vitória;;;;;;
13884;Laborinho Lúcio;1941;Nazaré;;;
13885;João Ermida;1965;Porto;;;
13886;Jorge Fallorca;1949;Mortágua;2014;Lisboa?;;
13887;António Loja;1936;Funchal;;;
13888;Humberto Beça;1878;Bragança;1924;Porto;;
13889;Fernando Emídio da Silva;1886;;;;
1389;;
13890;Gisela Ramos Rosa;;;;;;
13891;Antonio Saéz Delgado;1970;Cáceres;;;
13892;João Alves;;;;;;
13893;Rocha Martins;1879;Belém;1952;Sintra;;
13894;Orlando Grossegesse;;;;;;
13895;Anne-Marie Lemos;;;;;;
13896;Sarira Brandt;;;;;;
13897;António Trabulo;1943;Almendra;;;
13898;Manuel Caetano de Sousa;1891;S. Matias;1974;Lisboa;;
13899;Norberto Morais;1975;Calw;;;
1390;;
13900;João Amadeu Oliveira Carvalho da Silva;;;;;;
13901;Mário Costa;1903;Lisboa;1975;;;
13902;Vasco Lopes de Mendonça;1883;Lisboa;1963;;;
13903;José Nogueira Pinto;1946;Lisboa;;;
13904;Joana Pires Lopes;;;;;;
13905;Evelina Oliveira;1961;Abrantes;;;
13906;Emmérico Nunes;1888;Lisboa;1968;;;
13907;Inês Oliveira;1979;Porto;;;
13908;Susana Oliveira;1967;;;;
13909;Vítor Péon;1923;Luanda;;;
1391;;
13910;Catarina da Câmara Pereira;1970;Lisboa;;;
13911;Jorge Pinheiro;1931;Coimbra;;;
13912;Júlio Pomar;1926;Lisboa;;;
13913;Milly Possoz;1888;Lisboa;1967;;;
13914;Matilde Campilho;1982;Lisboa;;;
13915;Francisco Providência;1961;;;;
13916;Ivone Ralha;1958;Lisboa;;;
13917;Cristina Robalo;1969;;;;
13918;Rudy;1912;Olhão;1955;;;
13919;Cristina Sampaio;1960;Lisboa;;;
1392;;
13920;Santelmo;;;;;;
13921;Fernando Saraiva;1948;Porto;;;
13922;Eugénio Silva;1937;Barreiro;;;
13923;Júlio de Sousa;1907;;1966;;;
13924;Neves e Sousa;1921;Matosinhos;1995;Baía;;
13925;Cottineli Telmo;1897;Lisboa;1948;;;
13926;João Tinoco;1967;;;;
13927;Cristina Valadas;1965;Porto;;;
13928;Maria de Vasconcellos;;;;;;
13929;Rocha Vieira;1883;;1947;;;
1393;;
13930;Francisco Velasco;1934;Goa;;;
13931;José Miguel Ribeiro;1966;Amadora;;;
13932;Cruz Magalhães;1864;Lisboa;1928;Lisboa;;
13933;Francisco Sousa Neto;;;;;;
13934;Puri Fontes;1947;Cascais;;;
13935;Ruy d'Abreu Torres;;;;;;
13936;Maria Armanda de Almeida e Sousa;;;;;;
13937;Paulo Pereira;1957;;;;
13938;Luiz Filipe Thomaz;1942;;;;
13939;Helena Osório;1967;Benguela;;;
1394;;
13940;João Guilherme de Meneses Ferreira;1889;Lisboa;1936;Lisboa;;
13941;Manuele Masini;;;;;;
13942;Joaquim Franco;1967;;;;
13943;Alexandre Dale;1961;Lisboa;;;
13944;Manuel Tomás;1950;Madalena do Pico;;;
13945;Miguel d'Abadia Ramos Jubé Junior;;;;;;
13946;Lara Xavier;;;;;;
13947;Susana Margarida Cardoso Fernandes Ferreira;1972;Lisboa;;;
13948;Afonso Reis Cabral;1990;Lisboa;;;
13949;Anton Papleka;;;;;;
1395;;
13950;Aharon Shamir;;;;;;
13951;Henrique Madeira;;;;;;
13952;Ana Luísa Vilela;;;;;;
13953;Tania Martuscelli;;;;;;
13954;Dalila Cabrita Mateus;1952;Viana do Castelo;2014;Lisboa;;
13955;Lúcio Alberto Pinheiro dos Santos;1889;Braga;1950;Rio de Janeiro;;
13956;Diogo Ramada Curto;;;;;;
13957;João Pedro Cachopo;;;;;;
13958;Rosa Oliveira;;;;;;
13959;Luís Miguel Baptista;;;;;;
1396;;
13960;Jorge Trigo;;;;;;
13961;Lúcia Liba Mucznik;;;;;;
13962;Fernando Fitas;1957;Campo Maior;;;
13963;António Lopes;1964;Pampilhosa da Serra;;;
13964;Sérgio Rodrigues;;;;;;
13965;Joaquim Gomes Monteiro;1893;Boticas;1950;Lisboa;;
13966;Mário de Sampaio Ribeiro;1898;Lisboa;1966;Lisboa;;
13967;Tatiana Sanches;;;;;;
13968;Henrique Leitão;1964;Lisboa;;;
13969;;
1397;;
13970;;
13971;;
13972;;
13973;;
13974;;
13975;;
13976;;
13977;;
13978;;
13979;;
1398;;
13980;;
13981;;
13982;;
13983;;
13984;;
13985;;
13986;;
13987;;
13988;;
13989;;
1399;;
13990;;
13991;;
13992;;
13993;;
13994;;
13995;;
13996;;
13997;;
13998;;
13999;;
1400;;
14000;;
14001;;
14002;;
14003;;
14004;;
14005;;
14006;;
14007;;
14008;;
14009;;
1401;;
14010;;
14011;;
14012;;
14013;;
14014;;
14015;;
14016;;
14017;;
14018;;
14019;;
1402;;
14020;;
14021;;
14022;;
14023;;
14024;;
14025;;
14026;;
14027;;
14028;;
14029;;
1403;;
14030;;
14031;;
14032;;
14033;;
14034;;
14035;;
14036;;
14037;;
14038;;
14039;;
1404;;
14040;;
14041;;
14042;;
14043;;
14044;;
14045;;
14046;;
14047;;
14048;;
14049;;
1405;;
14050;;
14051;;
14052;;
14053;;
14054;;
14055;;
14056;;
14057;;
14058;;
14059;;
1406;;
14060;;
14061;;
14062;;
14063;;
14064;;
14065;;
14066;;
14067;;
14068;;
14069;;
1407;;
14070;;
14071;;
14072;;
14073;;
14074;;
14075;;
14076;;
14077;;
14078;;
14079;;
1408;;
14080;;
14081;;
14082;;
14083;;
14084;;
14085;;
14086;;
14087;;
14088;;
14089;;
1409;;
14090;;
14091;;
14092;;
14093;;
14094;;
14095;;
14096;;
14097;;
14098;;
14099;;
1410;;
14100;;
14101;;
14102;;
14103;;
14104;;
14105;;
14106;;
14107;;
14108;;
14109;;
1411;;
14110;;
14111;;
14112;;
14113;;
14114;;
14115;;
14116;;
14117;;
14118;;
14119;;
1412;;
14120;;
14121;;
14122;;
14123;;
14124;;
14125;;
14126;;
14127;;
14128;;
14129;;
1413;;
14130;;
14131;;
14132;;
14133;;
14134;;
14135;;
14136;;
14137;;
14138;;
14139;;
1414;;
14140;;
14141;;
14142;;
14143;;
14144;;
14145;;
14146;;
14147;;
14148;;
14149;;
1415;;
14150;;
14151;;
14152;;
14153;;
14154;;
14155;;
14156;;
14157;;
14158;;
14159;;
1416;;
14160;;
14161;;
14162;;
14163;;
14164;;
14165;;
14166;;
14167;;
14168;;
14169;;
1417;;
14170;;
14171;;
14172;;
14173;;
14174;;
14175;;
14176;;
14177;;
14178;;
14179;;
1418;;
14180;;
14181;;
14182;;
14183;;
14184;;
14185;;
14186;;
14187;;
14188;;
14189;;
1419;;
14190;;
14191;;
14192;;
14193;;
14194;;
14195;;
14196;;
14197;;
14198;;
14199;;
1420;;
14200;;
14201;;
14202;;
14203;;
14204;;
14205;;
14206;;
14207;;
14208;;
14209;;
1421;;
14210;;
14211;;
14212;;
14213;;
14214;;
14215;;
14216;;
14217;;
14218;;
14219;;
1422;;
14220;;
14221;;
14222;;
14223;;
14224;;
14225;;
14226;;
14227;;
14228;;
14229;;
1423;;
14230;;
14231;;
14232;;
14233;;
14234;;
14235;;
14236;;
14237;;
14238;;
14239;;
1424;;
14240;;
14241;;
14242;;
14243;;
14244;;
14245;;
14246;;
14247;;
14248;;
14249;;
1425;;
14250;;
14251;;
14252;;
14253;;
14254;;
14255;;
14256;;
14257;;
14258;;
14259;;
1426;;
14260;;
14261;;
14262;;
14263;;
14264;;
14265;;
14266;;
14267;;
14268;;
14269;;
1427;;
14270;;
14271;;
14272;;
14273;;
14274;;
14275;;
14276;;
14277;;
14278;;
14279;;
1428;;
14280;;
14281;;
14282;;
14283;;
14284;;
14285;;
14286;;
14287;;
14288;;
14289;;
1429;;
14290;;
14291;;
14292;;
14293;;
14294;;
14295;;
14296;;
14297;;
14298;;
14299;;
1430;;
14300;;
14301;;
14302;;
14303;;
14304;;
14305;;
14306;;
14307;;
14308;;
14309;;
1431;;
14310;;
14311;;
14312;;
14313;;
14314;;
14315;;
14316;;
14317;;
14318;;
14319;;
1432;;
14320;;
14321;;
14322;;
14323;;
14324;;
14325;;
14326;;
14327;;
14328;;
14329;;
1433;;
14330;;
14331;;
14332;;
14333;;
14334;;
14335;;
14336;;
14337;;
14338;;
14339;;
1434;;
14340;;
14341;;
14342;;
14343;;
14344;;
14345;;
14346;;
14347;;
14348;;
14349;;
1435;;
14350;;
14351;;
14352;;
14353;;
14354;;
14355;;
14356;;
14357;;
14358;;
14359;;
1436;;
14360;;
14361;;
14362;;
14363;;
14364;;
14365;;
14366;;
14367;;
14368;;
14369;;
1437;;
14370;;
14371;;
14372;;
14373;;
14374;;
14375;;
14376;;
14377;;
14378;;
14379;;
1438;;
14380;;
14381;;
14382;;
14383;;
14384;;
14385;;
14386;;
14387;;
14388;;
14389;;
1439;;
14390;;
14391;;
14392;;
14393;;
14394;;
14395;;
14396;;
14397;;
14398;;
14399;;
1440;;
14400;;
14401;;
14402;;
14403;;
14404;;
14405;;
14406;;
14407;;
14408;;
14409;;
1441;;
14410;;
14411;;
14412;;
14413;;
14414;;
14415;;
14416;;
14417;;
14418;;
14419;;
1442;;
14420;;
14421;;
14422;;
14423;;
14424;;
14425;;
14426;;
14427;;
14428;;
14429;;
1443;;
14430;;
14431;;
14432;;
14433;;
14434;;
14435;;
14436;;
14437;;
14438;;
14439;;
1444;;
14440;;
14441;;
14442;;
14443;;
14444;;
14445;;
14446;;
14447;;
14448;;
14449;;
1445;;
14450;;
14451;;
14452;;
14453;;
14454;;
14455;;
14456;;
14457;;
14458;;
14459;;
1446;;
14460;;
14461;;
14462;;
14463;;
14464;;
14465;;
14466;;
14467;;
14468;;
14469;;
1447;;
14470;;
14471;;
14472;;
14473;;
14474;;
14475;;
14476;;
14477;;
14478;;
14479;;
1448;;
14480;;
14481;;
14482;;
14483;;
14484;;
14485;;
14486;;
14487;;
14488;;
14489;;
1449;;
14490;;
14491;;
14492;;
14493;;
14494;;
14495;;
14496;;
14497;;
14498;;
14499;;
1450;;
14500;;
14501;;
14502;;
14503;;
14504;;
14505;;
14506;;
14507;;
14508;;
14509;;
1451;;
14510;;
14511;;
14512;;
14513;;
14514;;
14515;;
14516;;
14517;;
14518;;
14519;;
1452;;
14520;;
14521;;
14522;;
14523;;
14524;;
14525;;
14526;;
14527;;
14528;;
14529;;
1453;;
14530;;
14531;;
14532;;
14533;;
14534;;
14535;;
14536;;
14537;;
14538;;
14539;;
1454;;
14540;;
14541;;
14542;;
14543;;
14544;;
14545;;
14546;;
14547;;
14548;;
14549;;
1455;;
14550;;
14551;;
14552;;
14553;;
14554;;
14555;;
14556;;
14557;;
14558;;
14559;;
1456;;
14560;;
14561;;
14562;;
14563;;
14564;;
14565;;
14566;;
14567;;
14568;;
14569;;
1457;;
14570;;
14571;;
14572;;
14573;;
14574;;
14575;;
14576;;
14577;;
14578;;
14579;;
1458;;
14580;;
14581;;
14582;;
14583;;
14584;;
14585;;
14586;;
14587;;
14588;;
14589;;
1459;;
14590;;
14591;;
14592;;
14593;;
14594;;
14595;;
14596;;
14597;;
14598;;
14599;;
1460;;
14600;;
14601;;
14602;;
14603;;
14604;;
14605;;
14606;;
14607;;
14608;;
14609;;
1461;;
14610;;
14611;;
14612;;
14613;;
14614;;
14615;;
14616;;
14617;;
14618;;
14619;;
1462;;
14620;;
14621;;
14622;;
14623;;
14624;;
14625;;
14626;;
14627;;
14628;;
14629;;
1463;;
14630;;
14631;;
14632;;
14633;;
14634;;
14635;;
14636;;
14637;;
14638;;
14639;;
1464;;
14640;;
14641;;
14642;;
14643;;
14644;;
14645;;
14646;;
14647;;
14648;;
14649;;
1465;;
14650;;
14651;;
14652;;
14653;;
14654;;
14655;;
14656;;
14657;;
14658;;
14659;;
1466;;
14660;;
14661;;
14662;;
14663;;
14664;;
14665;;
14666;;
14667;;
14668;;
14669;;
1467;;
14670;;
14671;;
14672;;
14673;;
14674;;
14675;;
14676;;
14677;;
14678;;
14679;;
1468;;
14680;;
14681;;
14682;;
14683;;
14684;;
14685;;
14686;;
14687;;
14688;;
14689;;
1469;;
14690;;
14691;;
14692;;
14693;;
14694;;
14695;;
14696;;
14697;;
14698;;
14699;;
1470;;
14700;;
14701;;
14702;;
14703;;
14704;;
14705;;
14706;;
14707;;
14708;;
14709;;
1471;;
14710;;
14711;;
14712;;
14713;;
14714;;
14715;;
14716;;
14717;;
14718;;
14719;;
1472;;
14720;;
14721;;
14722;;
14723;;
14724;;
14725;;
14726;;
14727;;
14728;;
14729;;
1473;;
14730;;
14731;;
14732;;
14733;;
14734;;
14735;;
14736;;
14737;;
14738;;
14739;;
1474;;
14740;;
14741;;
14742;;
14743;;
14744;;
14745;;
14746;;
14747;;
14748;;
14749;;
1475;;
14750;;
14751;;
14752;;
14753;;
14754;;
14755;;
14756;;
14757;;
14758;;
14759;;
1476;;
14760;;
14761;;
14762;;
14763;;
14764;;
14765;;
14766;;
14767;;
14768;;
14769;;
1477;;
14770;;
14771;;
14772;;
14773;;
14774;;
14775;;
14776;;
14777;;
14778;;
14779;;
1478;;
14780;;
14781;;
14782;;
14783;;
14784;;
14785;;
14786;;
14787;;
14788;;
14789;;
1479;;
14790;;
14791;;
14792;;
14793;;
14794;;
14795;;
14796;;
14797;;
14798;;
14799;;
1480;;
14800;;
14801;;
14802;;
14803;;
14804;;
14805;;
14806;;
14807;;
14808;;
14809;;
1481;;
14810;;
14811;;
14812;;
14813;;
14814;;
14815;;
14816;;
14817;;
14818;;
14819;;
1482;;
14820;;
14821;;
14822;;
14823;;
14824;;
14825;;
14826;;
14827;;
14828;;
14829;;
1483;;
14830;;
14831;;
14832;;
14833;;
14834;;
14835;;
14836;;
14837;;
14838;;
14839;;
1484;;
14840;;
14841;;
14842;;
14843;;
14844;;
14845;;
14846;;
14847;;
14848;;
14849;;
1485;;
14850;;
14851;;
14852;;
14853;;
14854;;
14855;;
14856;;
14857;;
14858;;
14859;;
1486;;
14860;;
14861;;
14862;;
14863;;
14864;;
14865;;
14866;;
14867;;
14868;;
14869;;
1487;;
14870;;
14871;;
14872;;
14873;;
14874;;
14875;;
14876;;
14877;;
14878;;
14879;;
1488;;
14880;;
14881;;
14882;;
14883;;
14884;;
14885;;
14886;;
14887;;
14888;;
14889;;
1489;;
14890;;
14891;;
14892;;
14893;;
14894;;
14895;;
14896;;
14897;;
14898;;
14899;;
1490;;
14900;;
14901;;
14902;;
14903;;
14904;;
14905;;
14906;;
14907;;
14908;;
14909;;
1491;;
14910;;
14911;;
14912;;
14913;;
14914;;
14915;;
14916;;
14917;;
14918;;
14919;;
1492;;
14920;;
14921;;
14922;;
14923;;
14924;;
14925;;
14926;;
14927;;
14928;;
14929;;
1493;;
14930;;
14931;;
14932;;
14933;;
14934;;
14935;;
14936;;
14937;;
14938;;
14939;;
1494;;
14940;;
14941;;
14942;;
14943;;
14944;;
14945;;
14946;;
14947;;
14948;;
14949;;
1495;;
14950;;
14951;;
14952;;
14953;;
14954;;
14955;;
14956;;
14957;;
14958;;
14959;;
1496;;
14960;;
14961;;
14962;;
14963;;
14964;;
14965;;
14966;;
14967;;
14968;;
14969;;
1497;;
14970;;
14971;;
14972;;
14973;;
14974;;
14975;;
14976;;
14977;;
14978;;
14979;;
1498;;
14980;;
14981;;
14982;;
14983;;
14984;;
14985;;
14986;;
14987;;
14988;;
14989;;
1499;;
14990;;
14991;;
14992;;
14993;;
14994;;
14995;;
14996;;
14997;;
14998;;
14999;;
1500;;
15000;;
15001;;
15002;;
15003;;
15004;;
15005;;
15006;;
15007;;
15008;;
15009;;
1501;;
15010;;
15011;;
15012;;
15013;;
15014;;
15015;;
15016;;
15017;;
15018;;
15019;;
1502;;
15020;;
15021;;
15022;;
15023;;
15024;;
15025;;
15026;;
15027;;
15028;;
15029;;
1503;;
15030;;
15031;;
15032;;
15033;;
15034;;
15035;;
15036;;
15037;;
15038;;
15039;;
1504;;
15040;;
15041;;
15042;;
15043;;
15044;;
15045;;
15046;;
15047;;
15048;;
15049;;
1505;;
15050;;
15051;;
15052;;
15053;;
15054;;
15055;;
15056;;
15057;;
15058;;
15059;;
1506;;
15060;;
15061;;
15062;;
15063;;
15064;;
15065;;
15066;;
15067;;
15068;;
15069;;
1507;;
15070;;
15071;;
15072;;
15073;;
15074;;
15075;;
15076;;
15077;;
15078;;
15079;;
1508;;
15080;;
15081;;
15082;;
15083;;
15084;;
15085;;
15086;;
15087;;
15088;;
15089;;
1509;;
15090;;
15091;;
15092;;
15093;;
15094;;
15095;;
15096;;
15097;;
15098;;
15099;;
1510;;
15100;;
15101;;
15102;;
15103;;
15104;;
15105;;
15106;;
15107;;
15108;;
15109;;
1511;;
15110;;
15111;;
15112;;
15113;;
15114;;
15115;;
15116;;
15117;;
15118;;
15119;;
1512;;
15120;;
15121;;
15122;;
15123;;
15124;;
15125;;
15126;;
15127;;
15128;;
15129;;
1513;;
15130;;
15131;;
15132;;
15133;;
15134;;
15135;;
15136;;
15137;;
15138;;
15139;;
1514;;
15140;;
15141;;
15142;;
15143;;
15144;;
15145;;
15146;;
15147;;
15148;;
15149;;
1515;;
15150;;
15151;;
15152;;
15153;;
15154;;
15155;;
15156;;
15157;;
15158;;
15159;;
1516;;
15160;;
15161;;
15162;;
15163;;
15164;;
15165;;
15166;;
15167;;
15168;;
15169;;
1517;;
15170;;
15171;;
15172;;
15173;;
15174;;
15175;;
15176;;
15177;;
15178;;
15179;;
1518;;
15180;;
15181;;
15182;;
15183;;
15184;;
15185;;
15186;;
15187;;
15188;;
15189;;
1519;;
15190;;
15191;;
15192;;
15193;;
15194;;
15195;;
15196;;
15197;;
15198;;
15199;;
1520;;
15200;;
15201;;
15202;;
15203;;
15204;;
15205;;
15206;;
15207;;
15208;;
15209;;
1521;;
15210;;
15211;;
15212;;
15213;;
15214;;
15215;;
15216;;
15217;;
15218;;
15219;;
1522;;
15220;;
15221;;
15222;;
15223;;
15224;;
15225;;
15226;;
15227;;
15228;;
15229;;
1523;;
15230;;
15231;;
15232;;
15233;;
15234;;
15235;;
15236;;
15237;;
15238;;
15239;;
1524;;
15240;;
15241;;
15242;;
15243;;
15244;;
15245;;
15246;;
15247;;
15248;;
15249;;
1525;;
15250;;
15251;;
15252;;
15253;;
15254;;
15255;;
15256;;
15257;;
15258;;
15259;;
1526;;
15260;;
15261;;
15262;;
15263;;
15264;;
15265;;
15266;;
15267;;
15268;;
15269;;
1527;;
15270;;
15271;;
15272;;
15273;;
15274;;
15275;;
15276;;
15277;;
15278;;
15279;;
1528;;
15280;;
15281;;
15282;;
15283;;
15284;;
15285;;
15286;;
15287;;
15288;;
15289;;
1529;;
15290;;
15291;;
15292;;
15293;;
15294;;
15295;;
15296;;
15297;;
15298;;
15299;;
1530;;
15300;;
15301;;
15302;;
15303;;
15304;;
15305;;
15306;;
15307;;
15308;;
15309;;
1531;;
15310;;
15311;;
15312;;
15313;;
15314;;
15315;;
15316;;
15317;;
15318;;
15319;;
1532;;
15320;;
15321;;
15322;;
15323;;
15324;;
15325;;
15326;;
15327;;
15328;;
15329;;
1533;;
15330;;
15331;;
15332;;
15333;;
15334;;
15335;;
15336;;
15337;;
15338;;
15339;;
1534;;
15340;;
15341;;
15342;;
15343;;
15344;;
15345;;
15346;;
15347;;
15348;;
15349;;
1535;;
15350;;
15351;;
15352;;
15353;;
15354;;
15355;;
15356;;
15357;;
15358;;
15359;;
1536;;
15360;;
15361;;
15362;;
15363;;
15364;;
15365;;
15366;;
15367;;
15368;;
15369;;
1537;;
15370;;
15371;;
15372;;
15373;;
15374;;
15375;;
15376;;
15377;;
15378;;
15379;;
1538;;
15380;;
15381;;
15382;;
15383;;
15384;;
15385;;
15386;;
15387;;
15388;;
15389;;
1539;;
15390;;
15391;;
15392;;
15393;;
15394;;
15395;;
15396;;
15397;;
15398;;
15399;;
1540;;
15400;;
15401;;
15402;;
15403;;
15404;;
15405;;
15406;;
15407;;
15408;;
15409;;
1541;;
15410;;
15411;;
15412;;
15413;;
15414;;
15415;;
15416;;
15417;;
15418;;
15419;;
1542;;
15420;;
15421;;
15422;;
15423;;
15424;;
15425;;
15426;;
15427;;
15428;;
15429;;
1543;;
15430;;
15431;;
15432;;
15433;;
15434;;
15435;;
15436;;
15437;;
15438;;
15439;;
1544;;
15440;;
15441;;
15442;;
15443;;
15444;;
15445;;
15446;;
15447;;
15448;;
15449;;
1545;;
15450;;
15451;;
15452;;
15453;;
15454;;
15455;;
15456;;
15457;;
15458;;
15459;;
1546;;
15460;;
15461;;
15462;;
15463;;
15464;;
15465;;
15466;;
15467;;
15468;;
15469;;
1547;;
15470;;
15471;;
15472;;
15473;;
15474;;
15475;;
15476;;
15477;;
15478;;
15479;;
1548;;
15480;;
15481;;
15482;;
15483;;
15484;;
15485;;
15486;;
15487;;
15488;;
15489;;
1549;;
15490;;
15491;;
15492;;
15493;;
15494;;
15495;;
15496;;
15497;;
15498;;
15499;;
1550;;
15500;;
15501;;
15502;;
15503;;
15504;;
15505;;
15506;;
15507;;
15508;;
15509;;
1551;;
15510;;
15511;;
15512;;
15513;;
15514;;
15515;;
15516;;
15517;;
15518;;
15519;;
1552;;
15520;;
15521;;
15522;;
15523;;
15524;;
15525;;
15526;;
15527;;
15528;;
15529;;
1553;;
15530;;
15531;;
15532;;
15533;;
15534;;
15535;;
15536;;
15537;;
15538;;
15539;;
1554;;
15540;;
15541;;
15542;;
15543;;
15544;;
15545;;
15546;;
15547;;
15548;;
15549;;
1555;;
15550;;
15551;;
15552;;
15553;;
15554;;
15555;;
15556;;
15557;;
15558;;
15559;;
1556;;
15560;;
15561;;
15562;;
15563;;
15564;;
15565;;
15566;;
15567;;
15568;;
15569;;
1557;;
15570;;
15571;;
15572;;
15573;;
15574;;
15575;;
15576;;
15577;;
15578;;
15579;;
1558;;
15580;;
15581;;
15582;;
15583;;
15584;;
15585;;
15586;;
15587;;
15588;;
15589;;
1559;;
15590;;
15591;;
15592;;
15593;;
15594;;
15595;;
15596;;
15597;;
15598;;
15599;;
1560;;
15600;;
15601;;
15602;;
15603;;
15604;;
15605;;
15606;;
15607;;
15608;;
15609;;
1561;;
15610;;
15611;;
15612;;
15613;;
15614;;
15615;;
15616;;
15617;;
15618;;
15619;;
1562;;
15620;;
15621;;
15622;;
15623;;
15624;;
15625;;
15626;;
15627;;
15628;;
15629;;
1563;;
15630;;
15631;;
15632;;
15633;;
15634;;
15635;;
15636;;
15637;;
15638;;
15639;;
1564;;
15640;;
15641;;
15642;;
15643;;
15644;;
15645;;
15646;;
15647;;
15648;;
15649;;
1565;;
15650;;
15651;;
15652;;
15653;;
15654;;
15655;;
15656;;
15657;;
15658;;
15659;;
1566;;
15660;;
15661;;
15662;;
15663;;
15664;;
15665;;
15666;;
15667;;
15668;;
15669;;
1567;;
15670;;
15671;;
15672;;
15673;;
15674;;
15675;;
15676;;
15677;;
15678;;
15679;;
1568;;
15680;;
15681;;
15682;;
15683;;
15684;;
15685;;
15686;;
15687;;
15688;;
15689;;
1569;;
15690;;
15691;;
15692;;
15693;;
15694;;
15695;;
15696;;
15697;;
15698;;
15699;;
1570;;
15700;;
15701;;
15702;;
15703;;
15704;;
15705;;
15706;;
15707;;
15708;;
15709;;
1571;;
15710;;
15711;;
15712;;
15713;;
15714;;
15715;;
15716;;
15717;;
15718;;
15719;;
1572;;
15720;;
15721;;
15722;;
15723;;
15724;;
15725;;
15726;;
15727;;
15728;;
15729;;
1573;;
15730;;
15731;;
15732;;
15733;;
15734;;
15735;;
15736;;
15737;;
15738;;
15739;;
1574;;
15740;;
15741;;
15742;;
15743;;
15744;;
15745;;
15746;;
15747;;
15748;;
15749;;
1575;;
15750;;
15751;;
15752;;
15753;;
15754;;
15755;;
15756;;
15757;;
15758;;
15759;;
1576;;
15760;;
15761;;
15762;;
15763;;
15764;;
15765;;
15766;;
15767;;
15768;;
15769;;
1577;;
15770;;
15771;;
15772;;
15773;;
15774;;
15775;;
15776;;
15777;;
15778;;
15779;;
1578;;
15780;;
15781;;
15782;;
15783;;
15784;;
15785;;
15786;;
15787;;
15788;;
15789;;
1579;;
15790;;
15791;;
15792;;
15793;;
15794;;
15795;;
15796;;
15797;;
15798;;
15799;;
1580;;
15800;;
15801;;
15802;;
15803;;
15804;;
15805;;
15806;;
15807;;
15808;;
15809;;
1581;;
15810;;
15811;;
15812;;
15813;;
15814;;
15815;;
15816;;
15817;;
15818;;
15819;;
1582;;
15820;;
15821;;
15822;;
15823;;
15824;;
15825;;
15826;;
15827;;
15828;;
15829;;
1583;;
15830;;
15831;;
15832;;
15833;;
15834;;
15835;;
15836;;
15837;;
15838;;
15839;;
1584;;
15840;;
15841;;
15842;;
15843;;
15844;;
15845;;
15846;;
15847;;
15848;;
15849;;
1585;;
15850;;
15851;;
15852;;
15853;;
15854;;
15855;;
15856;;
15857;;
15858;;
15859;;
1586;;
15860;;
15861;;
15862;;
15863;;
15864;;
15865;;
15866;;
15867;;
15868;;
15869;;
1587;;
15870;;
15871;;
15872;;
15873;;
15874;;
15875;;
15876;;
15877;;
15878;;
15879;;
1588;;
15880;;
15881;;
15882;;
15883;;
15884;;
15885;;
15886;;
15887;;
15888;;
15889;;
1589;;
15890;;
15891;;
15892;;
15893;;
15894;;
15895;;
15896;;
15897;;
15898;;
15899;;
1590;;
15900;;
15901;;
15902;;
15903;;
15904;;
15905;;
15906;;
15907;;
15908;;
15909;;
1591;;
15910;;
15911;;
15912;;
15913;;
15914;;
15915;;
15916;;
15917;;
15918;;
15919;;
1592;;
15920;;
15921;;
15922;;
15923;;
15924;;
15925;;
15926;;
15927;;
15928;;
15929;;
1593;;
15930;;
15931;;
15932;;
15933;;
15934;;
15935;;
15936;;
15937;;
15938;;
15939;;
1594;;
15940;;
15941;;
15942;;
15943;;
15944;;
15945;;
15946;;
15947;;
15948;;
15949;;
1595;;
15950;;
15951;;
15952;;
15953;;
15954;;
15955;;
15956;;
15957;;
15958;;
15959;;
1596;;
15960;;
15961;;
15962;;
15963;;
15964;;
15965;;
15966;;
15967;;
15968;;
15969;;
1597;;
15970;;
15971;;
15972;;
15973;;
15974;;
15975;;
15976;;
15977;;
15978;;
15979;;
1598;;
15980;;
15981;;
15982;;
15983;;
15984;;
15985;;
15986;;
15987;;
15988;;
15989;;
1599;;
15990;;
15991;;
15992;;
15993;;
15994;;
15995;;
15996;;
15997;;
15998;;
15999;;
1600;;
16000;;
16001;;
16002;;
16003;;
16004;;
16005;;
16006;;
16007;;
16008;;
16009;;
1601;;
16010;;
16011;;
16012;;
16013;;
16014;;
16015;;
16016;;
16017;;
16018;;
16019;;
1602;;
16020;;
16021;;
16022;;
16023;;
16024;;
16025;;
16026;;
16027;;
16028;;
16029;;
1603;;
16030;;
16031;;
16032;;
16033;;
16034;;
16035;;
16036;;
16037;;
16038;;
16039;;
1604;;
16040;;
16041;;
16042;;
16043;;
16044;;
16045;;
16046;;
16047;;
16048;;
16049;;
1605;;
16050;;
16051;;
16052;;
16053;;
16054;;
16055;;
16056;;
16057;;
16058;;
16059;;
1606;;
16060;;
16061;;
16062;;
16063;;
16064;;
16065;;
16066;;
16067;;
16068;;
